rank,package_name,version,manifest_declared_license,physical_license_type,physical_license_files,has_third_party_notices,in_code_headers,conflicts_count,verdict,verdict_reason,physical_license_snippet
6759,lunarphp/lunar,1.5.0,Unspecified,NO_PHYSICAL_LICENSE_FILE,None,NO,,3,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
6770,2amigos/yii2-chartjs-widget,3.0.1,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.","--- 2amigos-yii2-chartjs-widget-639745d/LICENSE.md --- # The BSD License (BSD) Copyright (c) 2013-2015, 2amigOS! Consulting Group LLC."
6859,flux-se/sylius-stripe-plugin,v2.0.2,MIT,MPL_COPYLEFT,"LICENSE, LICENSE_OF_TRADEMARK_AND_LOGO",YES,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: paragonie/halite (MPL-2.0),"--- Sylius-StripePlugin-531884e/LICENSE --- MIT License Copyright 2024 Harman Professional, Inc."
6865,cmsig/seal-loupe-adapter,0.12.17,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: joomla/string (GPL-2.0-or-later),--- PHP-CMSIG-seal-loupe-adapter-27b0168/LICENSE --- MIT License Copyright (c) 2023 Alexander Schranz
6875,rackspace/php-opencloud,v1.16.0,Apache-2.0,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: mikemccabe/json-patch-php (LGPL-3.0),"--- rackspace-php-opencloud-d6b71fe/LICENSE --- Copyright 2012-2013 Rackspace US, Inc. Licensed under the Apache License, Version 2.0 (the ""License"");"
6885,asana/asana,v1.0.6,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: adoy/oauth2 (LGPL-2.1),--- Asana-php-asana-0ef547b/LICENSE --- The MIT License (MIT) Copyright (c) 2015 Asana
6907,php-soap/psr18-wsse-middleware,3.0.0,Unspecified,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: paragonie/hidden-string (MPL-2.0),--- php-soap-psr18-wsse-middleware-ef19b69/LICENSE --- The MIT License (MIT) Copyright (c) 2021-MAX_INT php-soap
6924,dq5studios/psalm-junit,v4.1.0,BSD-3-Clause,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (netresearch/jsonmapper (OSL-3.0)) without copyleft distribution licensing.,"--- dq5studios-psalm-junit-38d603e/LICENSE --- BSD 3-Clause License Copyright (c) 2019, dq5studios"
7028,wyrihaximus/html-compress,4.4.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: websharks/css-minifier (GPL-3.0+),--- WyriHaximus-HtmlCompress-48e38bd/LICENSE --- The MIT License (MIT) Copyright (c) 2019 Cees-Jan Kiewiet
7064,mollie/laravel-cashier-mollie,v2.21.1,MIT,MPL_COPYLEFT,LICENSE.md,NO,,3,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: dompdf/php-svg-lib (LGPL-3.0-or-later),--- mollie-laravel-cashier-mollie-c10df78/LICENSE.md --- The MIT License (MIT) Copyright (c) Mollie B.V.
7077,ibexa/headless,v5.0.10,proprietary,OSL_COPYLEFT,"COPYRIGHT, LICENSE, LICENSE-bul",YES,,24,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: ibexa/oss ((GPL-2.0-only or proprietary)), ibexa/doctrine-schema ((GPL-2.0-only or proprietary)), ibexa/system-info ((GPL-2.0-only or proprietary)), ibexa/admin-ui ((GPL-2.0-only or proprietary)), ibexa/core ((GPL-2.0-only or proprietary)), ibexa/twig-components ((GPL-2.0-only or proprietary)), ibexa/content-forms ((GPL-2.0-only or proprietary)), ibexa/design-engine ((GPL-2.0-only or proprietary)), ibexa/rest ((GPL-2.0-only or proprietary)), ibexa/search ((GPL-2.0-only or proprietary)), ibexa/user ((GPL-2.0-only or proprietary)), ibexa/core-persistence ((GPL-2.0-only or proprietary)), ibexa/core-search ((GPL-2.0-only or proprietary)), ibexa/cron ((GPL-2.0-only or proprietary)), ibexa/fieldtype-matrix ((GPL-2.0-only or proprietary)), ibexa/graphql ((GPL-2.0-only or proprietary)), ibexa/fieldtype-query ((GPL-2.0-only or proprietary)), ibexa/fieldtype-richtext (GPL-2.0-only), ibexa/http-cache ((GPL-2.0-only or proprietary)), ibexa/i18n ((GPL-2.0-only or proprietary)), ibexa/notifications ((GPL-2.0-only or proprietary)), ibexa/post-install ((GPL-2.0-only or proprietary)), ibexa/solr ((GPL-2.0-only or proprietary)), ibexa/standard-design ((GPL-2.0-only or proprietary))",--- ibexa-headless-f4482c3/COPYRIGHT --- Copyright (C) 1999-2025 Ibexa AS (formerly eZ Systems AS). All rights reserved. This source code is available separately under the following licenses:
7080,simple-bus/rabbitmq-bundle-bridge,v6.3.1,MIT,MPL_COPYLEFT,LICENSE,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (php-amqplib/php-amqplib (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.","--- SimpleBus-rabbitmq-bundle-bridge-e398f97/LICENSE --- MIT License Copyright (c) 2015-2018 Matthias Noback, Cliff Odijk, Ruud Kamphuis"
7087,light/yii2-swagger,3.0.7,MIT,MPL_COPYLEFT,LICENSE,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- lichunqiang-yii2-swagger-fee322e/LICENSE --- MIT License Copyright (c) 2016 lichunqiang
7101,bandwidth/sdk,v13.0.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (apimatic/jsonmapper (OSL-3.0)) without copyleft distribution licensing.,--- Bandwidth-php-sdk-7405847/LICENSE --- License: ========
7104,lullabot/twig-cs-fixer-drupal,v2.3.1,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,3,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
7118,bizley/jwt,4.1.2,Apache-2.0,MPL_COPYLEFT,LICENSE,YES,,1,COMPLIANT_LGPL_WRAPPER_WITH_NOTICES,Permissive wrapper around LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)) with third-party notice/disclaimer.,"--- bizley-yii2-jwt-94e28a7/LICENSE --- Apache License Version 2.0, January 2004"
7164,yoast/yoastcs,3.4.3,MIT,MPL_COPYLEFT,LICENSE,NO,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: phpcsstandards/phpcsextra (LGPL-3.0-or-later), phpcsstandards/phpcsutils (LGPL-3.0-or-later)",--- Yoast-yoastcs-52a7f24/LICENSE --- The MIT License (MIT) Copyright (c) 2015 Yoast
7223,codeception/module-amqp,3.0.1,MIT,MPL_COPYLEFT,LICENSE,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (php-amqplib/php-amqplib (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- Codeception-module-amqp-0f0570d/LICENSE --- The MIT License (MIT) Copyright (c) 2011 Michael Bodnarchuk and contributors
7224,ibexa/messenger,v5.0.10,proprietary,GPL_COPYLEFT,"COPYRIGHT, LICENSE, LICENSE-bul",YES,,3,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: ibexa/core ((GPL-2.0-only or proprietary)), ibexa/doctrine-schema ((GPL-2.0-only or proprietary)), ibexa/core-persistence ((GPL-2.0-only or proprietary))",--- ibexa-messenger-dda4862/COPYRIGHT --- Copyright (C) 1999-2025 Ibexa AS (formerly eZ Systems AS). All rights reserved. This source code is available separately under the following licenses:
7248,kartik-v/yii2-icons,v1.4.8,BSD-3-Clause,MPL_COPYLEFT,"LICENSE.md, LICENSE.txt",NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.","--- kartik-v-yii2-icons-81334b3/LICENSE.md --- Copyright (c) 2014 - 2022, Kartik Visweswaran Krajee.com"
7259,stefandoorn/sitemap-plugin,v3.0.0,MIT,MPL_COPYLEFT,LICENSE,NO,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: paragonie/halite (MPL-2.0), paragonie/hidden-string (MPL-2.0)",--- stefandoorn-sitemap-plugin-d4a1867/LICENSE --- MIT License Copyright (c) 2018 Stefan Doorn
7265,2amigos/yii2-file-upload-widget,1.0.9,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.","--- 2amigos-yii2-file-upload-widget-2da8054/LICENSE.md --- # The BSD License (BSD) Copyright (c) 2013-2015, 2amigOS! Consulting Group LLC."
7281,2amigos/yii2-tinymce-widget,1.1.3,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.","--- 2amigos-yii2-tinymce-widget-a58b7a5/LICENSE.md --- # The BSD License (BSD) Copyright (c) 2013-2015, 2amigOS! Consulting Group LLC."
7289,dektrium/yii2-user,0.9.14,MIT,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.","--- dektrium-yii2-user-8f2daea/LICENSE.md --- Copyright (c) 2013-2016 Dektrium project Permission is hereby granted, free of charge, to any person obtaining a copy of this software and associated docu"
7316,yii2mod/yii2-enum,1.7.1,MIT,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.","--- yii2mod-yii2-enum-7af030e/LICENSE.md --- Copyright (c) 2015 yii2mod Permission is hereby granted, free of charge, to any person obtaining a copy of this software and associated documentation files"
7337,netresearch/typo3-ci-workflows,v1.11.1,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,SPDX:AGPL-3.0-or-later; IN_CODE_GPL,11,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,"Permissive package imports viral copyleft dependency (typo3/cms-core (GPL-2.0-or-later), enshrined/svg-sanitize (GPL-2.0-or-later), typo3/cms-cli (GPL-2.0-or-later), typo3/cms-composer-installers (GPL-2.0-or-later), typo3fluid/fluid (LGPL-3.0-or-later), typo3/cms-extbase (GPL-2.0-or-later), bnf/phpstan-psr-container (GPL-2.0-or-later), typo3/testing-framework (GPL-2.0-or-later), typo3/cms-backend (GPL-2.0-or-later), typo3/cms-fluid (GPL-2.0-or-later), typo3/cms-frontend (GPL-2.0-or-later)) without copyleft distribution licensing.",
7350,borales/yii2-phone-input,0.3.0,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.","--- Borales-yii2-phone-input-563bfab/LICENSE.md --- The ""borales/yii2-phone-input"" is free software. It is released under the terms of the following BSD License."
7375,vova07/yii2-imperavi-widget,2.0.11,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- vova07-yii2-imperavi-widget-c4fe4a9/LICENSE.md --- Extension itself ================
7388,neos/fusion,9.1.8,Unspecified,GPL_COPYLEFT,"LICENSE, IllegalEntryPointValue.fusion",YES,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: typo3fluid/fluid (LGPL-3.0-or-later),"--- neos-fusion-89f8a26/LICENSE --- GNU GENERAL PUBLIC LICENSE Version 3, 29 June 2007"
7410,chromatic/usher,v5.1.4,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,2,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
7412,bitbag/elasticsearch-plugin,v5.3.0,MIT,MPL_COPYLEFT,LICENSE,NO,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: paragonie/halite (MPL-2.0), paragonie/hidden-string (MPL-2.0)","--- BitBagCommerce-SyliusElasticsearchPlugin-8e31d3e/LICENSE --- Copyright (c) 2016-2019 Mikołaj Król Permission is hereby granted, free of charge, to any person obtaining a copy"
7445,neos/fusion-afx,9.1.8,Unspecified,GPL_COPYLEFT,LICENSE,YES,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: typo3fluid/fluid (LGPL-3.0-or-later),"--- neos-fusion-afx-aa4e7e0/LICENSE --- GNU GENERAL PUBLIC LICENSE Version 3, 29 June 2007"
7450,akaunting/laravel-apexcharts,4.0.0,MIT,MPL_COPYLEFT,LICENSE.md,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: balping/json-raw-encoder (GPL-3.0-only),--- akaunting-laravel-apexcharts-f6d15a5/LICENSE.md --- The MIT License (MIT) Copyright (c) 2022 Akaunting
7452,liip/serializer,3.3.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: pnz/json-exception (GPL-3.0),--- liip-serializer-f9e9b45/LICENSE --- MIT License Copyright (c) 2019 Liip
7511,linslin/yii2-curl,1.5.0,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
7537,acquia/blt,13.7.4,Unspecified,GPL_COPYLEFT,LICENSE.txt,YES,,5,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: acquia/drupal-environment-detector (GPL-2.0-or-later), drupal/core (GPL-2.0-or-later), drupal/core-composer-scaffold (GPL-2.0-or-later), drush/drush (GPL-2.0-or-later), chi-teck/drupal-code-generator (GPL-2.0-or-later)","--- acquia-blt-0a2c6da/LICENSE.txt --- GNU GENERAL PUBLIC LICENSE Version 2, June 1991"
7637,ehaerer/paste-reference,5.0.0,MIT,MPL_COPYLEFT,LICENSE,NO,IN_CODE_GPL,6,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,"Permissive package imports viral copyleft dependency (typo3/cms-backend (GPL-2.0-or-later), typo3/cms-core (GPL-2.0-or-later), enshrined/svg-sanitize (GPL-2.0-or-later), typo3/cms-cli (GPL-2.0-or-later), typo3/cms-composer-installers (GPL-2.0-or-later), typo3fluid/fluid (LGPL-3.0-or-later)) without copyleft distribution licensing.",--- Kephson-paste_reference-badfda7/LICENSE --- MIT License Copyright (c) 2021 Ephraim Härer
7691,neos/neos,9.1.8,Unspecified,GPL_COPYLEFT,"LICENSE, LICENSE.txt, Main.min.js.LICENSE.txt",YES,,3,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,"Permissive package imports viral copyleft dependency (typo3fluid/fluid (LGPL-3.0-or-later), enshrined/svg-sanitize (GPL-2.0-or-later), neos/fusion-form (GPL-3.0-or-later)) without copyleft distribution licensing.","--- neos-neos-9c0dbff/LICENSE --- GNU GENERAL PUBLIC LICENSE Version 3, 29 June 2007"
7725,neos/media-browser,9.1.8,Unspecified,NO_PHYSICAL_LICENSE_FILE,None,NO,,3,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,"Permissive package imports viral copyleft dependency (typo3fluid/fluid (LGPL-3.0-or-later), neos/fusion-form (GPL-3.0-or-later), enshrined/svg-sanitize (GPL-2.0-or-later)) without copyleft distribution licensing.",
7732,owen-oj/laravel-getid3,v2.6.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: james-heinrich/getid3 (GPL-1.0-or-later, LGPL-3.0-only)",--- Owen-oj-laravel-getid3-6b89fc9/LICENSE --- # MIT License Copyright (c) 2019 Owen Jubilant
7789,frosh/sentry-bundle,0.3.2,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,6,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
7807,frosh/mail-platform-archive,3.6.0,MIT,MPL_COPYLEFT,LICENSE.md,NO,,6,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: dompdf/php-svg-lib (LGPL-3.0-or-later), smalot/pdfparser (LGPL-3.0)",--- FriendsOfShopware-FroshPlatformMailArchive-ceeb1ad/LICENSE.md --- MIT License Copyright (c) 2020 Friends of Shopware
7821,dektrium/yii2-rbac,1.0.1,MIT,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- dektrium-yii2-rbac-2dac391/LICENSE.md --- The MIT License (MIT) Copyright (c) 2014
7824,friendsofsylius/sylius-import-export-plugin,0.28.0,MIT,MPL_COPYLEFT,LICENSE,NO,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: paragonie/halite (MPL-2.0), paragonie/hidden-string (MPL-2.0)",--- FriendsOfSylius-SyliusImportExportPlugin-9cfe317/LICENSE --- MIT License Copyright (c) 2019 The place where FriendsOfSylius meet.
7834,sizeg/yii2-jwt,v2.0.2,Unspecified,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
7936,moonlandsoft/yii2-phpexcel,2.0.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- moonlandsoft-yii2-phpexcel-e061478/LICENSE --- The MIT License (MIT) Copyright (c) 2015 moonlandsoft
7970,mihaildev/yii2-elfinder,1.4.0,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.","--- MihailDev-yii2-elfinder-adc705b/LICENSE.md --- Copyright (c) 2014, MihailDev set4web.ru All rights reserved."
7984,wikimedia/remex-html,6.0.1,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (wikimedia/utfnormal (GPL-2.0-or-later)) without copyleft distribution licensing.,"--- wikimedia-mediawiki-libs-RemexHtml-18c27fa/LICENSE --- Copyright (c) 2016 Wikimedia Foundation Permission is hereby granted, free of charge, to any person obtaining a copy"
8081,previousnext/coding-standard,1.2.0,MIT,MPL_COPYLEFT,LICENSE.md,NO,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: drupal/coder (GPL-2.0-or-later), phpcsstandards/phpcsutils (LGPL-3.0-or-later)",--- previousnext-coding-standard-6744c07/LICENSE.md --- The MIT License (MIT) =====================
8129,frosh/development-helper,3.0.1,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,6,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
8137,mihaildev/yii2-ckeditor,1.0.1,BSD-3-Clause,GPL_COPYLEFT,"LICENSE.md, LICENSE.md, LICENSE.md, LICENSE.md",YES,,1,COMPLIANT_LGPL_WRAPPER_WITH_NOTICES,Permissive wrapper around LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)) with third-party notice/disclaimer.,"--- MihailDev-yii2-ckeditor-d20aa7f/LICENSE.md --- Copyright (c) 2014, MihailDev set4web.ru All rights reserved."
8152,marcorieser/statamic-livewire,v5.3.2,Unspecified,MPL_COPYLEFT,LICENSE.md,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: james-heinrich/getid3 (GPL-1.0-or-later, LGPL-3.0-only)",--- marcorieser-statamic-livewire-e2938e1/LICENSE.md --- MIT License Copyright (c) 2025 Marco Rieser
8160,sylius/cms-plugin,v1.1.6,MIT,MPL_COPYLEFT,"LICENSE, LICENSE_OF_TRADEMARK_AND_LOGO",YES,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: paragonie/halite (MPL-2.0), paragonie/hidden-string (MPL-2.0)","--- Sylius-CmsPlugin-4be472a/LICENSE --- Copyright (c) 2025-present Sylius Sp. z o.o. Permission is hereby granted, free of charge, to any person obtaining a copy"
8202,wbraganca/yii2-dynamicform,v2.0.3,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.","--- wbraganca-yii2-dynamicform-bebb469/LICENSE.md --- # The BSD License (BSD) Copyright (c) 2014, Wanderson Bragança"
8249,statamic-rad-pack/runway,v9.6.2,mit,MPL_COPYLEFT,LICENSE.md,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: james-heinrich/getid3 (GPL-1.0-or-later, LGPL-3.0-only)",--- statamic-rad-pack-runway-cae33b4/LICENSE.md --- MIT License Copyright (c) Statamic Rad Pack
8254,calebdw/larastan,v3.12.3,MIT,MPL_COPYLEFT,LICENSE.md,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: phpmyadmin/sql-parser (GPL-2.0-or-later),"--- calebdw-larastan-87c831d/LICENSE.md --- The MIT License (MIT) Copyright (c) Can Vural <can9119@gmail.com>, Nuno Maduro <enunomaduro@gmail.com>, Caleb White <cdwhite3@pm.me>"
8345,yiithings/yii2-dotenv,1.1.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- panlatent-yii2-dotenv-4a43ff8/LICENSE --- MIT License Copyright (c) 2018 Yiithings
8357,rias/statamic-redirect,4.2.1,Unspecified,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
8380,liip/serializer-jms-adapter,2.2.3,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: pnz/json-exception (GPL-3.0),--- liip-serializer-jms-adapter-c6ab4e5/LICENSE --- MIT License Copyright (c) 2019 Liip
8388,rawilk/laravel-printing,v4.3.0,MIT,MPL_COPYLEFT,LICENSE.md,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: mike42/gfx-php (LGPL-2.1-or-later),--- rawilk-laravel-printing-2c50255/LICENSE.md --- The MIT License (MIT) Copyright (c) Randall Wilk <randall@randallwilk.dev>
8399,alexandernst/yii2-device-detect,0.0.12,GNU General Public License v3,MPL_COPYLEFT,LICENSE,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.","--- alexandernst-yii2-device-detect-ae9557f/LICENSE --- MIT License Copyright (c) <2011-2015> Serban Ghita, Nick Ilyin and contributors."
8404,firstred/postnl-api-php,v2.0.15,MIT,MPL_COPYLEFT,LICENSE.md,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: paragonie/hidden-string (MPL-2.0),--- firstred-postnl-api-php-a06d30f/LICENSE.md --- The MIT License (MIT). Copyright (c) 2017-2023 Michael Dekker (https://github.com/firstred)
8410,contao-components/chosen,2.0.2,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
8427,phalcon/quill,v0.3.0,BSD-3-Clause,MPL_COPYLEFT,LICENSE,NO,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: pds/composer-script-names (CC-BY-SA-4.0), pds/skeleton (CC-BY-SA-4.0)","--- phalcon-quill-d9ad533/LICENSE --- BSD 3-Clause License Copyright (c) 2026, The Phalcon PHP Framework"
8439,wptrt/wpthemereview,0.2.1,MIT,MPL_COPYLEFT,LICENSE.txt,NO,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: phpcsstandards/phpcsutils (LGPL-3.0-or-later), phpcsstandards/phpcsextra (LGPL-3.0-or-later)",--- WPTT-WPThemeReview-462e590/LICENSE.txt --- MIT License Copyright (c) 2018 WordPress Theme Review Team and contributors.
8467,kak/clickhouse,1.1.3,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
8468,contributte/pdf,v8.0.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: mpdf/mpdf (GPL-2.0-only),--- contributte-pdf-e9350fa/LICENSE --- MIT License Copyright (c) 2010-2024 Contributte
8515,wikimedia/shellbox,4.5.2,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: wikimedia/base-convert (GPL-2.0-or-later),"--- wikimedia-mediawiki-libs-Shellbox-f29652f/LICENSE --- Copyright ⓒ 2020 Wikimedia Foundation Permission is hereby granted, free of charge, to any person obtaining a copy"
